"CNKEY";"CN_CODE";"LEVEL";"NAME_FR"
"901380800080";"90138080";"5";"autres"
"901390000080";"901390";"4";"Parties et accessoires"
"901390050080";"90139005";"5";"de lunettes de visée pour armes et de périscopes"
"901390800080";"90139080";"5";"autres"
"901400000080";"9014";"3";"Boussoles, y compris les compas de navigation; autres instruments et appareils de navigation"
"901410000080";"90141000";"4";"Boussoles, y compris les compas de navigation"
"901420000080";"901420";"4";"Instruments et appareils pour la navigation aérienne ou spatiale (autres que les boussoles)"
"901420200080";"90142020";"5";"Centrales inertielles"
"901420800080";"90142080";"5";"autres"
"901480000080";"90148000";"4";"autres instruments et appareils"
"901490000080";"90149000";"4";"Parties et accessoires"
"901500000080";"9015";"3";"Instruments et appareils de géodésie, de topographie, d'arpentage, de nivellement, de photogrammétrie, d'hydrographie, d'océanographie, d'hydrologie, de météorologie ou de géophysique, à l'exclusion des boussoles; télémètres"
"901510000080";"90151000";"4";"Télémètres"
"901520000080";"90152000";"4";"Théodolites et tachéomètres"
"901530000080";"901530";"4";"Niveaux"
"901530100080";"90153010";"5";"électroniques"
"901530900080";"90153090";"5";"autres"
"901540000080";"90154000";"4";"Instruments et appareils de photogrammétrie"
"901580000080";"901580";"4";"autres instruments et appareils"
"901580200080";"90158020";"5";"de météorologie, d'hydrologie et de géophysique"
"901580400080";"90158040";"5";"de géodésie, de topographie, d'arpentage, de nivellement et d'hydrographie"
"901580800080";"90158080";"5";"autres"
"901590000080";"90159000";"4";"Parties et accessoires"
"901600000080";"901600";"3";"Balances sensibles à un poids de 5 cg ou moins, avec ou sans poids"
"901600100080";"90160010";"4";"Balances"
"901600900080";"90160090";"4";"Parties et accessoires"
"901700000080";"9017";"3";"Instruments de dessin, de traçage ou de calcul (machines à dessiner, pantographes, rapporteurs, étuis de mathématiques, règles et cercles à calcul, par exemple); instruments de mesure de longueurs, pour emploi à la main (mètres, micromètres, pieds à coulisse et calibres, par exemple), non dénommés ni compris ailleurs dans le présent chapitre"
"901710000080";"901710";"4";"Tables et machines à dessiner, même automatiques"
"901710100080";"90171010";"5";"Traceurs"
"901710900080";"90171090";"5";"autres"
"901720000080";"901720";"4";"autres instruments de dessin, de traçage ou de calcul"
"901720050080";"90172005";"5";"Traceurs"
"901720100080";"90172010";"5";"autres instruments de dessin"
"901720390080";"90172039";"5";"Instruments de traçage"
"901720900080";"90172090";"5";"Instruments de calcul"
"901730000080";"90173000";"4";"Micromètres, pieds à coulisse, calibres et jauges"
"901780000080";"901780";"4";"autres instruments"
"901780100080";"90178010";"5";"Mètres et règles divisées"
"901780900080";"90178090";"5";"autres"
"901790000080";"90179000";"4";"Parties et accessoires"
"901800000080";"9018";"3";"Instruments et appareils pour la médecine, la chirurgie, l'art dentaire ou l'art vétérinaire, y compris les appareils de scintigraphie et autres appareils électromédicaux ainsi que les appareils pour tests visuels"
"901811000010";"";"4";"Appareils d'électrodiagnostic (y compris les appareils d'exploration fonctionnelle ou de surveillance de paramètres physiologiques)"
"901811000080";"90181100";"5";"Électrocardiographes"
"901812000080";"90181200";"5";"Appareils de diagnostic par balayage ultrasonique (scanners)"
"901813000080";"90181300";"5";"Appareils de diagnostic par visualisation à résonance magnétique"
"901814000080";"90181400";"5";"Appareils de scintigraphie"
"901819000080";"901819";"5";"autres"
"901819100080";"90181910";"6";"Appareils de surveillance simultanée de deux ou plusieurs paramètres physiologiques"
"901819900080";"90181990";"6";"autres"
"901820000080";"90182000";"4";"Appareils à rayons ultraviolets ou infrarouges"
"901831000010";"";"4";"Seringues, aiguilles, cathéters, canules et instruments similaires"
"901831000080";"901831";"5";"Seringues, avec ou sans aiguilles"
"901831100080";"90183110";"6";"en matières plastiques"
"901831900080";"90183190";"6";"autres"
"901832000080";"901832";"5";"Aiguilles tubulaires en métal et aiguilles à sutures"
"901832100080";"90183210";"6";"Aiguilles tubulaires en métal"
"901832900080";"90183290";"6";"Aiguilles à sutures"
"901839000080";"90183900";"5";"autres"
"901841000010";"";"4";"autres instruments et appareils, pour l'art dentaire"
"901841000080";"90184100";"5";"Tours dentaires, même combinés sur une base commune avec d'autres équipements dentaires"
"901849000080";"901849";"5";"autres"
"901849100080";"90184910";"6";"Meulettes, disques, fraises et brosses, pour tours dentaires"
"901849900080";"90184990";"6";"autres"
"901850000080";"901850";"4";"autres instruments et appareils d'ophtalmologie"
"901850100080";"90185010";"5";"non optiques"
"901850900080";"90185090";"5";"optiques"
"901890000080";"901890";"4";"autres instruments et appareils"
"901890100080";"90189010";"5";"Instruments et appareils pour la mesure de la pression artérielle"
"901890200080";"90189020";"5";"Endoscopes"
"901890300080";"90189030";"5";"Reins artificiels"
"901890400080";"90189040";"5";"Appareils de diathermie"
"901890500080";"90189050";"5";"Appareils de transfusion et de perfusion"
"901890600080";"90189060";"5";"Instruments et appareils d'anesthésie"
"901890750080";"90189075";"5";"Appareils pour la stimulation nerveuse"
"901890840080";"90189084";"5";"autres"
"901900000080";"9019";"3";"Appareils de mécanothérapie; appareils de massage; appareils de psychotechnie; appareils d'ozonothérapie, d'oxygénothérapie, d'aérosolthérapie, appareils respiratoires de réanimation et autres appareils de thérapie respiratoire"
"901910000080";"901910";"4";" Appareils de mécanothérapie; appareils de massage; appareils de psychotechnie"
"901910100080";"90191010";"5";"Vibromasseurs électriques"
"901910900080";"90191090";"5";"autres"
"901920000080";"901920";"4";"Appareils d'ozonothérapie, d'oxygénothérapie, d'aérosolthérapie, appareils respiratoires de réanimation et autres appareils de thérapie respiratoire"
"901920100080";"90192010";"5";"Appareils de ventilation mécanique, capables d’assurer une ventilation invasive"
"901920200080";"90192020";"5";"Appareils de ventilation mécanique, non invasive"
"901920900080";"90192090";"5";"Autres, y compris les parties et accessoires"
"902000000080";"902000";"3";"Autres appareils respiratoires et masques à gaz, à l'exclusion des masques de protection dépourvus de mécanisme et d'élément filtrant amovible"
"902000100080";"90200010";"4";"Masques à gaz"
"902000900080";"90200090";"4";"Autres, y compris les parties et accessoires"
"902100000080";"9021";"3";"Articles et appareils d'orthopédie, y compris les ceintures et bandages médicochirurgicaux et les béquilles; attelles, gouttières et autres articles et appareils pour fractures; articles et appareils de prothèse; appareils pour faciliter l'audition aux sourds et autres appareils à tenir à la main, à porter sur la personne ou à implanter dans l'organisme, afin de compenser une déficience ou une infirmité"
"902110000080";"902110";"4";"Articles et appareils d'orthopédie ou pour fractures"
"902110100080";"90211010";"5";"Articles et appareils d'orthopédie"
"902110900080";"90211090";"5";"Articles et appareils pour fractures"
"902121000010";"";"4";"Articles et appareils de prothèse dentaire"
"902121000080";"902121";"5";"Dents artificielles"
"902121100080";"90212110";"6";"en matières plastiques"
"902121900080";"90212190";"6";"en autres matières"
"902129000080";"90212900";"5";"autres"
"902131000010";"";"4";"autres articles et appareils de prothèse"
"902131000080";"90213100";"5";"Prothèses articulaires"
"902139000080";"902139";"5";"autres"
"902139100080";"90213910";"6";"Prothèses oculaires"
"902139900080";"90213990";"6";"autres"
"902140000080";"90214000";"4";"Appareils pour faciliter l'audition aux sourds, à l'exclusion des parties et accessoires"
"902150000080";"90215000";"4";"Stimulateurs cardiaques, à l'exclusion des parties et accessoires"
"902190000080";"902190";"4";"autres"
"902190100080";"90219010";"5";"Parties et accessoires d'appareils pour faciliter l'audition aux sourds"
"902190900080";"90219090";"5";"autres"
"902200000080";"9022";"3";"Appareils à rayons X et appareils utilisant les radiations alpha, bêta gamma ou d’autres radiations ionisantes, même à usage médical, chirurgical, dentaire ou vétérinaire, y compris les appareils de radiophotographie ou de radiothérapie, les tubes à rayons X et autres dispositifs générateurs de rayons X, les générateurs de tension, les pupitres de commande, les écrans, les tables, fauteuils et supports similaires d'examen ou de traitement"
"902212000010";"";"4";"Appareils à rayons X, même à usage médical, chirurgical, dentaire ou vétérinaire, y compris les appareils de radiophotographie ou de radiothérapie"
"902212000080";"90221200";"5";"Appareils de tomographie pilotés par une machine automatique de traitement de l'information"
"902213000080";"90221300";"5";"autres, pour l'art dentaire"
"902214000080";"90221400";"5";"autres, pour usages médicaux, chirurgicaux ou vétérinaires"
"902219000080";"90221900";"5";"pour autres usages"
"902221000010";"";"4";"Appareils utilisant les radiations alpha, bêta gamma ou d’autres radiations ionisantes, même à usage médical, chirurgical, dentaire ou vétérinaire, y compris les appareils de radiophotographie ou de radiothérapie"
"902221000080";"90222100";"5";"à usage médical, chirurgical, dentaire ou vétérinaire"
"902229000080";"90222900";"5";"pour autres usages"
"902230000080";"90223000";"4";"Tubes à rayons X"
"902290000080";"902290";"4";"autres, y compris les parties et accessoires"
"902290200080";"90229020";"5";"parties et accessoires d’appareils à rayons X"
"902290800080";"90229080";"5";"autres"
"902300000080";"902300";"3";"Instruments, appareils et modèles conçus pour la démonstration (dans l'enseignement ou les expositions, par exemple), non susceptibles d'autres emplois"
"902300100080";"90230010";"4";"pour l'enseignement de la physique, de la chimie ou de la technique"
"902300800080";"90230080";"4";"autres"
"902400000080";"9024";"3";"Machines et appareils d'essais de dureté, de traction, de compression, d'élasticité ou d'autres propriétés mécaniques des matériaux (métaux, bois, textiles, papier, matières plastiques, par exemple)"
"902410000080";"902410";"4";"Machines et appareils d'essais des métaux"
"902410200080";"90241020";"5";"universels et pour essais de traction"
"902410400080";"90241040";"5";"d'essais de dureté"
"902410800080";"90241080";"5";"autres"
"902480000080";"90248000";"4";"autres machines et appareils"
"902490000080";"90249000";"4";"Parties et accessoires"
"902500000080";"9025";"3";"Densimètres, aréomètres, pèseliquides et instruments flottants similaires, thermomètres, pyromètres, baromètres, hygromètres et psychromètres, enregistreurs ou non, même combinés entre eux"
"902511000010";"";"4";"Thermomètres et pyromètres, non combinés à d'autres instruments"
"902511000080";"902511";"5";"à liquide, à lecture directe"
"902511200080";"90251120";"6";"médicaux ou vétérinaires"
"902511800080";"90251180";"6";"autres"
"902519000080";"90251900";"5";"autres"
"902580000080";"902580";"4";"autres instruments"
"902580200080";"90258020";"5";"Baromètres, non combinés à d'autres instruments"
"902580400010";"";"5";"autres"
"902580400080";"90258040";"6";"électroniques"
"902580800080";"90258080";"6";"autres"
"902590000080";"90259000";"4";"Parties et accessoires"
"902600000080";"9026";"3";"Instruments et appareils pour la mesure ou le contrôle du débit, du niveau, de la pression ou d'autres caractéristiques variables des liquides ou des gaz (débitmètres, indicateurs de niveau, manomètres, compteurs de chaleur, par exemple), à l'exclusion des instruments et appareils des nos 9014, 9015, 9028 ou 9032"
"902610000080";"902610";"4";"pour la mesure ou le contrôle du débit ou du niveau des liquides"
"902610210010";"";"5";"électroniques"
"902610210080";"90261021";"6";"Débitmètres"
"902610290080";"90261029";"6";"autres"
"902610810010";"";"5";"autres"
"902610810080";"90261081";"6";"Débitmètres"
"902610890080";"90261089";"6";"autres"
"902620000080";"902620";"4";"pour la mesure ou le contrôle de la pression"
"902620200080";"90262020";"5";"électroniques"
"902620400010";"";"5";"autres"
"902620400080";"90262040";"6";"Manomètres à spire ou à membrane manométrique métallique"
"902620800080";"90262080";"6";"autres"
"902680000080";"902680";"4";"autres instruments et appareils"
"902680200080";"90268020";"5";"électroniques"
"902680800080";"90268080";"5";"autres"
"902690000080";"90269000";"4";"Parties et accessoires"
"902700000080";"9027";"3";"Instruments et appareils pour analyses physiques ou chimiques (polarimètres, réfractomètres, spectromètres, analyseurs de gaz ou de fumées, par exemple); instruments et appareils pour essais de viscosité, de porosité, de dilatation, de tension superficielle ou similaires ou pour mesures calorimétriques, acoustiques ou photométriques (y compris les indicateurs de temps de pose); microtomes"
"902710000080";"902710";"4";"Analyseurs de gaz ou de fumées"
"902710100080";"90271010";"5";"électroniques"
"902710900080";"90271090";"5";"autres"
"902720000080";"90272000";"4";"Chromatographes et appareils d'électrophorèse"
"902730000080";"90273000";"4";"Spectromètres, spectrophotomètres et spectrographes utilisant les rayonnements optiques (UV, visibles, IR)"
"902750000080";"90275000";"4";"autres instruments et appareils utilisant les rayonnements optiques (UV, visibles, IR)"
"902781000010";"";"4";"autres instruments et appareils"
"902781000080";"90278100";"5";"Spectromètres de masse"
"902789000080";"902789";"5";"autres"
"902789100080";"90278910";"6";"Posemètres"
"902789300080";"90278930";"6";"pH mètres, rH mètres et autres appareils pour mesurer la conductivité"
"902789900080";"90278990";"6";"autres"
"902790000080";"90279000";"4";" Microtomes; parties et accessoires"
"902800000080";"9028";"3";"Compteurs de gaz, de liquides ou d'électricité, y compris les compteurs pour leur étalonnage"
"902810000080";"90281000";"4";"Compteurs de gaz"
"902820000080";"90282000";"4";"Compteurs de liquides"
"902830000080";"902830";"4";"Compteurs d'électricité"
"902830110010";"";"5";"pour courant alternatif"
"902830110080";"90283011";"6";"monophasé"
"902830190080";"90283019";"6";"polyphasé"
"902830900080";"90283090";"5";"autres"
"902890000080";"902890";"4";"Parties et accessoires"
"902890100080";"90289010";"5";"de compteurs d'électricité"
"902890900080";"90289090";"5";"autres"
"902900000080";"9029";"3";"Autres compteurs (compteurs de tours, compteurs de production, taximètres, totalisateurs de chemin parcouru, podomètres, par exemple); indicateurs de vitesse et tachymètres, autres que ceux des nos 9014 ou 9015; stroboscopes"
"902910000080";"90291000";"4";"Compteurs de tours ou de production, taximètres, totalisateurs de chemin parcouru, podomètres et compteurs similaires"
"902920000080";"902920";"4";" Indicateurs de vitesse et tachymètres; stroboscopes"
"902920310010";"";"5";"Indicateurs de vitesse et tachymètres"
"902920310080";"90292031";"6";"Indicateurs de vitesse pour véhicules terrestres"
"902920380080";"90292038";"6";"autres"
"902920900080";"90292090";"5";"Stroboscopes"
"902990000080";"90299000";"4";"Parties et accessoires"
"903000000080";"9030";"3";"Oscilloscopes, analyseurs de spectre et autres instruments et appareils pour la mesure ou le contrôle de grandeurs électriques; instruments et appareils pour la mesure ou la détection des radiations alpha, bêta, gamma, X, cosmiques ou autres radiations ionisantes"
"903010000080";"90301000";"4";"Instruments et appareils pour la mesure ou la détection des radiations ionisantes"
"903020000080";"90302000";"4";"Oscilloscopes et oscillographes"
"903031000010";"";"4";"autres instruments et appareils pour la mesure ou le contrôle de la tension, de l’intensité, de la résistance ou de la puissance (autres que ceux pour la mesure ou le contrôle des disques ou des dispositifs à semiconducteur)"
"903031000080";"90303100";"5";"Multimètres, sans dispositif enregistreur"
"903032000080";"90303200";"5";"Multimètres, avec dispositif enregistreur"
"903033000080";"903033";"5";"autres, sans dispositif enregistreur"
"903033200080";"90303320";"6";"Instruments pour la mesure de la résistance"
"903033700080";"90303370";"6";"autres"
"903039000080";"90303900";"5";"autres, avec dispositif enregistreur"
"903040000080";"90304000";"4";"autres instruments et appareils, spécialement conçus pour les techniques de la télécommunication (hypsomètres, kerdomètres, distorsiomètres, psophomètres, par exemple)"
"903082000010";"";"4";"autres instruments et appareils"
"903082000080";"90308200";"5";"pour la mesure ou le contrôle des disques ou des dispositifs à semiconducteur (y compris les circuits intégrés)"
"903084000080";"90308400";"5";"autres, avec dispositif enregistreur"
"903089000080";"90308900";"5";"autres"
"903090000080";"90309000";"4";"Parties et accessoires"
"903100000080";"9031";"3";"Instruments, appareils et machines de mesure ou de contrôle, non dénommés ni compris ailleurs dans le présent chapitre; projecteurs de profils"
"903110000080";"90311000";"4";"Machines à équilibrer les pièces mécaniques"
"903120000080";"90312000";"4";"Bancs d'essai"
"903141000010";"";"4";"autres instruments et appareils optiques"
"903141000080";"90314100";"5";"pour le contrôle des disques ou des dispositifs à semiconducteur (y compris les circuits intégrés) ou pour le contrôle des masques photographiques ou des réticules utilisés dans la fabrication de dispositifs à semiconducteur (y compris les circuits intégrés)"
"903149000080";"903149";"5";"autres"
"903149100080";"90314910";"6";"Projecteurs de profils"
"903149900080";"90314990";"6";"autres"
"903180000080";"903180";"4";"autres instruments, appareils et machines"
"903180200080";"90318020";"5";"pour la mesure ou le contrôle de grandeurs géométriques"
"903180800080";"90318080";"5";"autres"
"903190000080";"90319000";"4";"Parties et accessoires"
"903200000080";"9032";"3";"Instruments et appareils pour la régulation ou le contrôle automatiques"
"903210000080";"903210";"4";"Thermostats"
"903210200080";"90321020";"5";"électroniques"
"903210800080";"90321080";"5";"autres"
"903220000080";"90322000";"4";"Manostats (pressostats)"
"903281000010";"";"4";"autres instruments et appareils"
"903281000080";"90328100";"5";"hydrauliques ou pneumatiques"
"903289000080";"90328900";"5";"autres"
"903290000080";"90329000";"4";"Parties et accessoires"
"903300000080";"903300";"3";"Parties et accessoires non dénommés ni compris ailleurs dans le présent chapitre, pour machines, appareils, instruments ou articles du chapitre 90"
"903300100080";"90330010";"4";"Unités de rétroéclairage à diodes émettrices de lumière (DEL): sources lumineuses constituées d’une ou de plusieurs DEL, d’un ou de plusieurs connecteurs et d’autres composants passifs, montées sur un circuit imprimé ou sur un substrat similaire, associées ou non à un composant optique ou à des diodes de protection et conçues pour le rétroéclairage de dispositifs d’affichage à cristaux liquides (LCD)"
"903300900080";"90330090";"4";"autres"
"910021000090";"91";"2";"CHAPITRE 91  HORLOGERIE"
"910100000080";"9101";"3";"Montresbracelets, montres de poche et montres similaires (y compris les compteurs de temps des mêmes types), avec boîte en métaux précieux ou en plaqués ou doublés de métaux précieux"
"910111000010";"";"4";"Montresbracelets, fonctionnant électriquement, même incorporant un compteur de temps"
"910111000080";"91011100";"5";"à affichage mécanique seulement"
"910119000080";"91011900";"5";"autres"
"910121000010";"";"4";"autres montresbracelets, même incorporant un compteur de temps"
"910121000080";"91012100";"5";"à remontage automatique"
"910129000080";"91012900";"5";"autres"
"910191000010";"";"4";"autres"
"910191000080";"91019100";"5";"fonctionnant électriquement"
"910199000080";"91019900";"5";"autres"
"910200000080";"9102";"3";"Montresbracelets, montres de poche et montres similaires (y compris les compteurs de temps des mêmes types), autres que celles du no 9101"
"910211000010";"";"4";"Montresbracelets, fonctionnant électriquement, même incorporant un compteur de temps"
"910211000080";"91021100";"5";"à affichage mécanique seulement"
"910212000080";"91021200";"5";"à affichage optoélectronique seulement"
"910219000080";"91021900";"5";"autres"
"910221000010";"";"4";"autres montresbracelets, même incorporant un compteur de temps"
"910221000080";"91022100";"5";"à remontage automatique"
"910229000080";"91022900";"5";"autres"
"910291000010";"";"4";"autres"
"910291000080";"91029100";"5";"fonctionnant électriquement"
"910299000080";"91029900";"5";"autres"
"910300000080";"9103";"3";"Réveils et pendulettes, à mouvement de montre"
"910310000080";"91031000";"4";"fonctionnant électriquement"
"910390000080";"91039000";"4";"autres"
"910400000080";"91040000";"3";"Montres de tableaux de bord et montres similaires, pour automobiles, véhicules aériens, bateaux ou autres véhicules"
"910500000080";"9105";"3";"Réveils, pendules, horloges et appareils d'horlogerie similaires, à mouvement autre que de montre"
"910511000010";"";"4";"Réveils"
"910511000080";"91051100";"5";"fonctionnant électriquement"
"910519000080";"91051900";"5";"autres"
"910521000010";"";"4";"Pendules et horloges, murales"
"910521000080";"91052100";"5";"fonctionnant électriquement"
"910529000080";"91052900";"5";"autres"
"910591000010";"";"4";"autres"
"910591000080";"91059100";"5";"fonctionnant électriquement"
"910599000080";"91059900";"5";"autres"
"910600000080";"9106";"3";"Appareils de contrôle du temps et compteurs de temps, à mouvement d'horlogerie ou à moteur synchrone (horloges de pointage, horodateurs, horocompteurs, par exemple)"
"910610000080";"91061000";"4";" Horloges de pointage; horodateurs et horocompteurs"
"910690000080";"91069000";"4";"autres"
"910700000080";"91070000";"3";"Interrupteurs horaires et autres appareils permettant de déclencher un mécanisme à temps donné, munis d'un mouvement d'horlogerie ou d'un moteur synchrone"
"910800000080";"9108";"3";"Mouvements de montres, complets et assemblés"
"910811000010";"";"4";"fonctionnant électriquement"
"910811000080";"91081100";"5";"à affichage mécanique seulement ou avec un dispositif qui permette d'incorporer un affichage mécanique"
"910812000080";"91081200";"5";"à affichage optoélectronique seulement"
"910819000080";"91081900";"5";"autres"
"910820000080";"91082000";"4";"à remontage automatique"
"910890000080";"91089000";"4";"autres"
"910900000080";"9109";"3";"Mouvements d'horlogerie, complets et assemblés, autres que de montres"
"910910000080";"91091000";"4";"fonctionnant électriquement"
"910990000080";"91099000";"4";"autres"
"911000000080";"9110";"3";"Mouvements d'horlogerie complets, non assemblés ou partiellement assemblés (chablons); mouvements d'horlogerie incomplets, assemblés; ébauches de mouvements d'horlogerie"
"911011000010";"";"4";"de montres"
"911011000080";"911011";"5";"Mouvements complets, non assemblés ou partiellement assemblés (chablons)"
"911011100080";"91101110";"6";"à balancierspiral"
"911011900080";"91101190";"6";"autres"
"911012000080";"91101200";"5";"Mouvements incomplets, assemblés"
"911019000080";"91101900";"5";"Ébauches"
"911090000080";"91109000";"4";"autres"
"911100000080";"9111";"3";"Boîtes de montres des nos 9101 ou 9102 et leurs parties"
"911110000080";"91111000";"4";"Boîtes en métaux précieux ou en plaqués ou doublés de métaux précieux"
"911120000080";"91112000";"4";"Boîtes en métaux communs, même dorés ou argentés"
"911180000080";"91118000";"4";"autres boîtes"
"911190000080";"91119000";"4";"Parties"
"911200000080";"9112";"3";"Cages et cabinets d'appareils d'horlogerie et leurs parties"
"911220000080";"91122000";"4";"Cages et cabinets"
"911290000080";"91129000";"4";"Parties"
"911300000080";"9113";"3";"Bracelets de montres et leurs parties"
"911310000080";"911310";"4";"en métaux précieux ou en plaqués ou doublés de métaux précieux"
"911310100080";"91131010";"5";"en métaux précieux"
"911310900080";"91131090";"5";"en plaqués ou doublés de métaux précieux"
"911320000080";"91132000";"4";"en métaux communs, même dorés ou argentés"
"911390000080";"91139000";"4";"autres"
"911400000080";"9114";"3";"Autres fournitures d'horlogerie"
"911430000080";"91143000";"4";"Cadrans"
"911440000080";"91144000";"4";"Platines et ponts"
"911490000080";"911490";"4";"autres"
"911490100080";"91149010";"5";"Ressorts, y compris les spiraux"
"911490900080";"91149090";"5";"autres"
"920021000090";"92";"2";"CHAPITRE 92  INSTRUMENTS DE MUSIQUE; PARTIES ET ACCESSOIRES DE CES INSTRUMENTS"
"920100000080";"9201";"3";"Pianos, même automatiques; clavecins et autres instruments à cordes à clavier"
"920110000080";"920110";"4";"Pianos droits"
"920110100080";"92011010";"5";"neufs"
"920110900080";"92011090";"5";"usagés"
"920120000080";"92012000";"4";"Pianos à queue"
"920190000080";"92019000";"4";"autres"
"920200000080";"9202";"3";"Autres instruments de musique à cordes (guitares, violons, harpes, par exemple)"
"920210000080";"920210";"4";"à cordes frottées à l'aide d'un archet"
"920210100080";"92021010";"5";"Violons"
"920210900080";"92021090";"5";"autres"
"920290000080";"920290";"4";"autres"
"920290300080";"92029030";"5";"Guitares"
"920290800080";"92029080";"5";"autres"
"920500000080";"9205";"3";"Instruments de musique à vent (orgues à tuyaux et à clavier, accordéons, clarinettes, trompettes, cornemuses, par exemple), autres que les orchestrions et les orgues de Barbarie"
"920510000080";"92051000";"4";"Instruments dits « cuivres »"
"920590000080";"920590";"4";"autres"
"920590100080";"92059010";"5";"Accordéons et instruments similaires"
"920590300080";"92059030";"5";"Harmonicas à bouche"
"920590500080";"92059050";"5";" Orgues à tuyaux et à clavier; harmoniums et instruments similaires à clavier et à anches libres métalliques"
"920590900080";"92059090";"5";"autres"
"920600000080";"92060000";"3";"Instruments de musique à percussion (tambours, caisses, xylophones, cymbales, castagnettes, maracas, par exemple)"
"920700000080";"9207";"3";"Instruments de musique dont le son est produit ou doit être amplifié par des moyens électriques (orgues, guitares, accordéons, par exemple)"
"920710000080";"920710";"4";"Instruments à clavier, autres que les accordéons"
"920710100080";"92071010";"5";"Orgues"
"920710300080";"92071030";"5";"Pianos numériques"
"920710500080";"92071050";"5";"Synthétiseurs"
"920710800080";"92071080";"5";"autres"
"920790000080";"920790";"4";"autres"
"920790100080";"92079010";"5";"Guitares"
"920790900080";"92079090";"5";"autres"
"920800000080";"9208";"3";"Boîtes à musique, orchestrions, orgues de Barbarie, oiseaux chanteurs, scies musicales et autres instruments de musique non repris dans une autre position du présent chapitre; appeaux de tous types, sifflets, cornes d'appel et autres instruments d'appel ou de signalisation à bouche"
"920810000080";"92081000";"4";"Boîtes à musique"
"920890000080";"92089000";"4";"autres"
"920900000080";"9209";"3";"Parties (mécanismes de boîtes à musique, par exemple) et accessoires (cartes, disques et rouleaux pour appareils à jouer mécaniquement, par exemple) d'instruments de musique; métronomes et diapasons de tous types"
"920930000080";"92093000";"4";"Cordes harmoniques"
"920991000010";"";"4";"autres"
"920991000080";"92099100";"5";"Parties et accessoires de pianos"
"920992000080";"92099200";"5";"Parties et accessoires des instruments de musique du no 9202"
"920994000080";"92099400";"5";"Parties et accessoires des instruments de musique du no 9207"
"920999000080";"920999";"5";"autres"
"920999200080";"92099920";"6";"Parties et accessoires des instruments de musique du no 9205"
"920999400010";"";"6";"autres"
"920999400080";"92099940";"7";"Métronomes et diapasons"
"920999500080";"92099950";"7";"Mécanismes de boîtes à musique"
"920999700080";"92099970";"7";"autres"
"930011000090";"XIX";"1";"SECTION XIX  ARMES, MUNITIONS ET LEURS PARTIES ET ACCESSOIRES"
"930021000090";"93";"2";"CHAPITRE 93  ARMES, MUNITIONS ET LEURS PARTIES ET ACCESSOIRES"
"930100000080";"9301";"3";"Armes de guerre, autres que les revolvers, pistolets et armes blanches du no 9307"
"930110000080";"93011000";"4";"Pièces d'artillerie (canons, obusiers et mortiers, par exemple)"
"930120000080";"93012000";"4";" Tubes lancemissiles; lanceflammes; lancegrenades; lancetorpilles et lanceurs similaires"
"930190000080";"93019000";"4";"autres"
"930200000080";"93020000";"3";"Revolvers et pistolets, autres que ceux des nos 9303 ou 9304"
"930300000080";"9303";"3";"Autres armes à feu et engins similaires utilisant la déflagration de la poudre (fusils et carabines de chasse, armes à feu ne pouvant être chargées que par le canon, pistolets lancefusées et autres engins conçus uniquement pour lancer des fusées de signalisation, pistolets et revolvers pour le tir à blanc, pistolets d'abattage à cheville, canons lanceamarres, par exemple)"
"930310000080";"93031000";"4";"Armes à feu ne pouvant être chargées que par le canon"
"930320000080";"930320";"4";"autres fusils et carabines de chasse ou de tir sportif comportant au moins un canon lisse"
"930320100080";"93032010";"5";"à un canon lisse"
"930320950080";"93032095";"5";"autres"
"930330000080";"93033000";"4";"autres fusils et carabines de chasse ou de tir sportif"
"930390000080";"93039000";"4";"autres"
"930400000080";"93040000";"3";"Autres armes (fusils, carabines et pistolets à ressort, à air comprimé ou à gaz, matraques, par exemple), à l'exclusion de celles du no 9307"
"930500000080";"9305";"3";"Parties et accessoires des articles des nos 9301 à 9304"
"930510000080";"93051000";"4";"de revolvers ou pistolets"
"930520000080";"93052000";"4";"de fusils ou carabines du no 9303"
"930591000010";"";"4";"autres"
"930591000080";"93059100";"5";"des armes de guerre du no 9301"
"930599000080";"93059900";"5";"autres"
"930600000080";"9306";"3";"Bombes, grenades, torpilles, mines, missiles, cartouches et autres munitions et projectiles, et leurs parties, y compris les chevrotines, plombs de chasse et bourres pour cartouches"
"930621000010";"";"4";" Cartouches pour fusils ou carabines à canon lisse et leurs parties; plombs pour carabines à air comprimé"
"930621000080";"93062100";"5";"Cartouches"
"930629000080";"93062900";"5";"autres"
"930630000080";"930630";"4";"autres cartouches et leurs parties"
"930630100080";"93063010";"5";"pour revolvers et pistolets du no 9302 ou pour pistoletsmitrailleurs du no 9301"
"930630300010";"";"5";"autres"
"930630300080";"93063030";"6";"pour armes de guerre"
"930630900080";"93063090";"6";"autres"
"930690000080";"930690";"4";"autres"
"930690100080";"93069010";"5";"de guerre"
"930690900080";"93069090";"5";"autres"
"930700000080";"93070000";"3";"Sabres, épées, baïonnettes, lances et autres armes blanches, leurs parties et leurs fourreaux"
"940011000090";"XX";"1";"SECTION XX  MARCHANDISES ET PRODUITS DIVERS"
